id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
8405,Dwight,0,"((1997, 'magic'), 49)",0,"((2005, 'historical'), 33)","((1976, 'adventure'), 79)",0,0,0,"((2004, 'drama'), 22)","((2013, 'action'), 41)"
8406,Emile,0,0,"((1990, 'vampire'), 62)",0,"((1977, 'yuri'), 71)",0,0,"((1994, 'demons'), 25)","((2016, 'harem'), 77)","((1983, 'demons'), 33)"
8407,Francisco,0,0,"((1989, 'music'), 48)",0,"((1975, 'horror'), 97)",0,0,0,0,0
8408,Jason,"((1971, 'comedy'), 81)","((1986, 'isekai'), 23)","((1986, 'adventure'), 71)","((2008, 'adventure'), 98)","((1985, 'fantasy'), 34)","((1980, 'ecchi'), 62)","((1999, 'kids'), 40)","((1999, 'drama'), 81)",0,"((1979, 'kids'), 88)"
8409,Johnny,0,"((1996, 'martial arts'), 41)",0,"((1991, 'mature'), 80)","((2004, 'martial arts'), 29)","((1989, 'fantasy'), 79)",0,"((2009, 'school'), 64)",0,"((1979, 'yuri'), 23)"
8410,Madison,0,0,0,0,"((1974, 'adventure'), 51)","((1970, 'yaoi'), 20)","((1972, 'parody'), 37)",0,"((2005, 'shoujo'), 42)",0
8411,Morgan,"((1990, 'sounen'), 65)","((2018, 'fantasy'), 25)",0,0,"((1974, 'horror'), 85)","((2000, 'mature'), 18)","((1997, 'demons'), 63)",0,"((1987, 'fantasy'), 31)",0
8412,Ruben,"((2007, 'horror'), 88)",0,"((2018, 'harem'), 64)",0,"((1988, 'drama'), 16)","((2004, 'magic'), 70)",0,0,"((2002, 'fantasy'), 34)","((1985, 'yuri'), 76)"
8413,Stewart,"((2016, 'fantasy'), 100)",0,0,"((1996, 'demons'), 78)","((1999, 'food'), 61)","((1986, 'action'), 41)","((1975, 'vampire'), 35)","((1976, 'police'), 67)","((1973, 'isekai'), 22)","((2018, 'josei'), 34)"
8414,Ted,"((1989, 'historical'), 89)",0,0,0,0,0,0,0,"((2008, 'fantasy'), 14)",0
8415,Tommie,"((2008, 'kids'), 21)","((1971, 'food'), 23)","((1981, 'action'), 2)","((1990, 'school'), 35)","((1992, 'scifi'), 39)",0,"((1998, 'magic'), 57)","((2002, 'police'), 75)","((2013, 'yuri'), 14)",0
8416,Addison,"((1989, 'josei'), 41)","((1990, 'magic'), 11)","((2015, 'doujinshi'), 17)","((1991, 'doujinshi'), 85)","((1990, 'music'), 91)",0,0,0,0,"((1986, 'kids'), 61)"
8417,Alphonse,0,0,"((1996, 'mature'), 85)",0,0,0,"((2014, 'gender bender'), 31)",0,"((2012, 'one shot'), 68)",0
8418,Basil,"((1991, 'school'), 4)","((2007, '4-koma'), 11)",0,"((2007, 'harem'), 60)",0,"((1980, 'comedy'), 88)","((2002, 'vampire'), 87)",0,"((2001, 'music'), 50)","((2013, 'police'), 91)"
8419,Burl,0,"((1999, 'fantasy'), 70)",0,0,"((2000, 'mecha'), 42)","((1994, 'horror'), 92)","((1977, 'sounen'), 91)","((1987, 'kids'), 61)","((1985, 'shoujo'), 10)",0
8420,Enos,0,"((2009, 'sounen'), 50)","((1990, 'mature'), 75)",0,"((1989, 'one shot'), 8)","((1982, 'historical'), 72)",0,"((1996, 'shoujo'), 69)",0,0
8421,Giles,0,0,0,0,0,0,"((2007, 'josei'), 38)",0,0,0
8422,Hal,0,0,"((1989, 'food'), 60)",0,0,0,0,0,0,"((1990, 'scifi'), 28)"
8423,Jesus,"((2001, 'gender bender'), 64)",0,"((2011, 'vampire'), 1)","((1989, 'doujinshi'), 4)","((1993, 'school'), 63)","((2011, 'parody'), 1)",0,0,0,"((1996, 'mature'), 67)"
8424,Lawson,0,0,0,0,"((1995, 'yuri'), 46)",0,0,0,"((1997, 'comedy'), 46)","((2005, 'school'), 74)"
8425,Mathias,"((2007, 'mecha'), 29)",0,0,"((2005, 'martial arts'), 92)","((1980, 'magic'), 26)","((1972, 'drama'), 77)","((1981, 'action'), 65)","((1987, 'scifi'), 4)","((1981, '4-koma'), 86)",0
8426,Milo,"((2015, 'harem'), 30)",0,"((1974, 'adventure'), 51)",0,0,0,0,"((1988, 'food'), 26)","((1978, 'isekai'), 72)",0
8427,Saul,"((1971, 'martial arts'), 49)","((1975, 'music'), 79)",0,"((1976, 'kids'), 66)",0,"((1986, 'adult'), 77)","((1980, 'vampire'), 63)",0,0,"((1998, 'fantasy'), 52)"
8428,Steven,"((1996, 'music'), 53)",0,0,"((1985, 'yuri'), 65)","((2014, 'scifi'), 85)",0,"((1988, 'martial arts'), 38)",0,"((1985, 'doujinshi'), 14)","((1971, 'adult'), 87)"
8429,Troy,0,0,0,"((1987, 'vampire'), 43)","((2002, 'yuri'), 57)",0,"((1977, 'shoujo'), 27)","((2018, 'comedy'), 22)",0,"((2011, 'school'), 59)"
8430,Adrian,0,0,"((2017, 'sounen'), 53)",0,0,0,0,"((1977, 'isekai'), 81)","((1995, 'demons'), 57)",0
8431,Carlton,"((1973, 'ecchi'), 53)",0,"((1982, 'shoujo'), 92)",0,0,"((1988, 'fantasy'), 23)","((1973, 'isekai'), 52)","((2000, 'parody'), 50)",0,0
8432,Davis,0,"((1992, '4-koma'), 59)",0,0,0,"((2010, 'josei'), 86)",0,0,0,0
8433,Frederic,0,"((1980, 'ecchi'), 36)",0,0,0,0,"((1986, 'parody'), 58)",0,0,0
8434,Lafayette,"((2018, 'magic'), 34)","((1971, 'police'), 80)",0,"((1977, 'school'), 8)","((1995, 'one shot'), 90)",0,0,"((2016, 'yaoi'), 35)",0,0
8435,Larry,0,0,"((1974, 'police'), 45)","((1990, 'school'), 8)",0,0,0,0,"((2004, 'adventure'), 54)",0
8436,Micheal,0,"((1995, 'shoujo'), 57)","((2014, 'demons'), 96)","((1992, 'action'), 77)","((1992, 'school'), 13)","((1977, 'fantasy'), 5)","((2013, 'historical'), 47)",0,"((1978, '4-koma'), 49)",0
8437,Olin,"((1972, 'harem'), 61)",0,0,0,"((1995, 'horror'), 60)",0,0,"((1992, 'action'), 53)","((1970, 'adult'), 98)","((1976, 'drama'), 38)"
8438,Omar,"((1997, 'shoujo'), 13)","((2006, 'adult'), 92)",0,"((2004, 'adventure'), 28)",0,0,"((2008, 'action'), 16)","((2008, 'magic'), 75)",0,0
8439,Prince,0,"((1994, 'police'), 89)",0,"((2014, 'music'), 56)",0,"((2011, 'drama'), 52)","((1989, 'school'), 65)",0,"((1983, 'yuri'), 73)",0
8440,Thornton,"((1980, 'yaoi'), 83)",0,"((1999, 'yuri'), 73)",0,0,0,0,0,0,"((1989, 'scifi'), 62)"
8441,Webster,"((2006, 'gender bender'), 26)",0,"((1996, 'martial arts'), 90)",0,0,0,"((2000, 'comedy'), 42)","((1972, 'adult'), 94)","((1977, 'adventure'), 41)",0
8442,Adolphus,0,0,"((2005, 'magic'), 20)",0,"((2013, 'action'), 78)","((1998, 'vampire'), 79)",0,"((2009, 'shoujo'), 24)",0,0
8443,Albin,"((2019, 'food'), 63)",0,0,0,"((1997, 'food'), 56)",0,"((1989, 'police'), 87)","((1984, 'doujinshi'), 5)","((2004, 'action'), 18)",0
8444,Alton,0,"((2007, 'demons'), 98)",0,0,0,0,"((2012, '4-koma'), 52)","((2019, 'josei'), 68)","((1995, 'gender bender'), 42)","((2018, 'adventure'), 10)"
8445,Aubrey,"((2016, 'fantasy'), 85)",0,"((1984, 'yaoi'), 77)",0,0,"((2004, 'doujinshi'), 59)",0,0,"((2000, 'mecha'), 50)","((1997, 'magic'), 8)"
8446,Barton,0,"((2003, 'adventure'), 14)","((1998, 'adult'), 2)","((2017, 'police'), 80)",0,"((1978, 'food'), 26)",0,"((1984, 'harem'), 74)","((1989, 'gender bender'), 17)","((2016, 'doujinshi'), 82)"
8447,Buck,0,0,"((2015, 'yaoi'), 32)",0,0,"((1995, 'yaoi'), 29)","((2010, 'music'), 94)","((1979, 'police'), 87)","((2010, 'adult'), 43)","((2007, 'drama'), 76)"
8448,Early,0,0,0,"((1999, 'scifi'), 96)",0,0,0,"((1990, 'music'), 83)",0,"((2002, 'mecha'), 16)"
8449,Emerson,0,0,0,"((2006, 'scifi'), 43)","((2005, 'adult'), 99)","((1973, 'sounen'), 72)",0,0,"((1978, 'isekai'), 49)","((1990, 'adventure'), 44)"
8450,Garland,"((2014, 'vampire'), 44)",0,"((1999, 'drama'), 99)",0,0,0,0,"((2005, 'vampire'), 85)",0,0
8451,Harmon,"((1992, 'shoujo'), 97)",0,0,0,0,0,0,"((1996, 'magic'), 37)","((2012, 'martial arts'), 14)",0
8452,Harve,"((1994, 'isekai'), 6)","((2014, 'josei'), 69)","((2000, 'horror'), 82)",0,0,"((1998, 'shoujo'), 62)","((2019, 'historical'), 76)",0,"((1975, 'comedy'), 84)",0
8453,Hector,0,"((1995, 'one shot'), 24)","((1985, 'scifi'), 45)",0,"((1970, 'parody'), 21)","((2018, 'adventure'), 97)",0,"((1986, 'adventure'), 29)",0,"((2013, 'martial arts'), 74)"
8454,Irwin,"((1999, '4-koma'), 33)",0,"((2005, 'food'), 45)",0,0,"((2006, 'music'), 54)",0,0,0,0
8455,Johnson,"((1995, 'action'), 13)",0,"((1987, 'police'), 91)",0,0,0,"((1986, 'martial arts'), 22)","((2006, 'kids'), 64)",0,"((1977, 'mature'), 85)"
8456,Jonathan,"((1972, 'comedy'), 66)","((1971, 'isekai'), 71)","((1970, 'horror'), 31)",0,"((2008, 'martial arts'), 92)","((2012, 'school'), 70)",0,0,"((1994, 'scifi'), 85)",0
8457,Jordan,0,0,0,"((2018, 'adventure'), 79)",0,"((1996, 'scifi'), 75)",0,"((2016, 'demons'), 76)",0,0
8458,Jules,0,"((1986, 'vampire'), 95)","((1999, 'historical'), 24)","((1970, 'adult'), 74)","((1979, 'martial arts'), 33)","((2004, 'parody'), 86)",0,"((2019, 'kids'), 92)",0,"((2003, 'historical'), 28)"
8459,Logan,0,"((1999, 'yuri'), 33)",0,"((1996, 'adventure'), 27)","((1998, 'drama'), 6)","((1998, 'comedy'), 34)",0,"((1992, 'action'), 47)","((2002, 'isekai'), 91)","((1985, 'music'), 89)"
8460,Lonzo,"((1994, 'school'), 54)",0,0,0,"((2014, 'mecha'), 30)","((1993, 'demons'), 76)",0,0,0,"((2011, 'one shot'), 51)"
8461,Murray,"((2016, 'comedy'), 28)","((2015, 'doujinshi'), 33)",0,"((2007, 'doujinshi'), 99)","((1991, 'parody'), 41)","((2017, 'mecha'), 46)",0,"((1976, 'martial arts'), 69)",0,0
8462,Simeon,"((1979, 'yaoi'), 28)","((2015, 'adult'), 59)",0,0,"((2017, 'one shot'), 41)","((1978, 'magic'), 90)","((1972, 'demons'), 53)",0,0,"((1988, 'historical'), 47)"
8463,Sydney,0,0,0,0,0,"((2010, 'isekai'), 29)",0,0,"((1997, 'martial arts'), 89)",0
8464,Truman,0,"((2016, 'josei'), 95)",0,"((2001, 'parody'), 83)","((1970, 'ecchi'), 1)",0,0,"((1986, 'kids'), 66)",0,0
8465,Aloysius,0,0,"((1990, 'ecchi'), 13)","((1991, 'demons'), 3)","((1984, '4-koma'), 40)",0,0,"((1972, 'isekai'), 61)","((2010, 'comedy'), 19)",0
8466,Arlie,0,0,0,"((1994, 'martial arts'), 51)","((1993, 'fantasy'), 55)",0,0,0,"((2009, 'ecchi'), 90)",0
8467,Caleb,"((2003, 'action'), 7)","((1974, 'kids'), 37)","((1973, 'food'), 40)",0,0,"((1990, 'mecha'), 81)","((1995, 'isekai'), 18)","((1976, 'sounen'), 4)","((2004, 'isekai'), 73)",0
8468,Christ,0,"((1980, 'music'), 61)",0,"((1983, 'sounen'), 79)","((1972, 'adventure'), 7)","((1993, 'historical'), 28)",0,"((1993, '4-koma'), 72)","((1989, 'isekai'), 34)",0
8469,Coleman,0,0,"((1985, 'drama'), 84)",0,0,"((2003, 'martial arts'), 51)","((1979, 'yaoi'), 88)","((2013, 'fantasy'), 20)","((1994, 'doujinshi'), 88)",0
8470,Dorsey,"((2011, 'drama'), 59)","((1993, 'kids'), 29)",0,0,"((1978, 'parody'), 61)",0,0,0,"((2013, 'shoujo'), 80)",0
8471,Elmo,"((1979, 'ecchi'), 38)","((2003, 'magic'), 16)","((1973, 'gender bender'), 6)",0,0,"((1992, 'kids'), 33)",0,0,0,"((2016, 'josei'), 100)"
8472,Elza,0,"((1998, 'one shot'), 62)","((1985, 'drama'), 13)","((1975, 'adventure'), 90)","((2009, 'yuri'), 42)","((2014, 'vampire'), 71)",0,"((2016, 'shoujo'), 16)",0,0
8473,Emma,"((1980, 'scifi'), 70)","((2000, 'gender bender'), 46)","((1987, 'police'), 84)",0,"((1989, 'police'), 35)",0,"((2001, 'drama'), 91)",0,0,"((1974, 'scifi'), 97)"
8474,Hosea,"((2010, 'one shot'), 91)",0,0,0,"((2014, 'adult'), 67)","((2014, 'historical'), 79)",0,0,"((1998, 'doujinshi'), 86)",0
8475,Lynn,"((1997, 'sounen'), 24)",0,0,"((2009, 'comedy'), 60)",0,0,"((2018, 'fantasy'), 17)",0,0,0
8476,Oren,0,0,"((2004, 'action'), 11)","((1977, 'adventure'), 82)",0,0,0,"((2000, 'scifi'), 4)","((2014, 'isekai'), 56)",0
8477,Phil,0,0,"((1987, 'adult'), 34)","((1978, 'horror'), 58)",0,0,"((1995, 'food'), 49)","((1993, 'vampire'), 55)","((1982, 'isekai'), 31)","((1983, 'historical'), 57)"
8478,Pink,0,0,"((1984, 'police'), 22)","((2001, 'food'), 29)",0,0,"((1989, '4-koma'), 1)",0,"((2017, 'music'), 12)",0
8479,Sim,0,0,"((1989, 'mecha'), 60)","((1998, '4-koma'), 23)",0,"((1994, 'comedy'), 71)","((1980, 'doujinshi'), 47)","((1988, 'demons'), 36)",0,"((1976, 'horror'), 2)"
8480,Valentine,"((1984, 'comedy'), 72)","((2012, 'music'), 76)",0,0,0,0,0,0,0,0
8481,Wendell,0,0,0,"((1999, 'adventure'), 32)",0,"((1986, 'drama'), 98)",0,"((1980, 'magic'), 17)",0,"((2004, 'food'), 28)"
8482,Wilburn,"((2016, 'school'), 61)",0,0,"((1977, '4-koma'), 20)","((1973, '4-koma'), 99)","((1988, 'shoujo'), 66)",0,0,"((1972, 'harem'), 29)","((1986, 'harem'), 68)"
8483,Wilford,"((2019, 'doujinshi'), 48)",0,0,0,"((1985, 'music'), 69)","((2000, 'yaoi'), 2)","((1998, 'yaoi'), 84)",0,0,0
8484,Axel,0,0,"((2003, 'school'), 73)",0,"((1973, 'horror'), 78)",0,0,"((2008, 'police'), 16)","((1998, 'adventure'), 96)","((1982, 'historical'), 77)"
8485,Bryant,"((2004, 'parody'), 73)","((2018, 'horror'), 69)",0,"((2001, 'music'), 71)",0,0,0,0,0,0
8486,Cary,0,"((1980, 'kids'), 81)",0,0,"((2007, 'parody'), 10)","((1982, 'gender bender'), 13)","((1972, 'ecchi'), 84)",0,"((1987, 'ecchi'), 47)","((1984, 'police'), 37)"
8487,Elmore,0,0,0,"((1989, '4-koma'), 68)","((1991, 'demons'), 85)","((1974, 'magic'), 55)","((2009, 'vampire'), 14)","((2011, 'scifi'), 26)",0,"((1985, 'yuri'), 19)"
8488,Elton,"((2017, 'horror'), 7)","((1992, 'demons'), 21)","((2006, 'mecha'), 16)",0,"((1984, 'doujinshi'), 21)",0,"((2012, 'adult'), 4)","((1997, 'mature'), 58)",0,"((1978, 'vampire'), 16)"
8489,Elzie,"((1998, 'isekai'), 52)",0,0,"((2019, 'scifi'), 65)","((1982, 'martial arts'), 95)","((1989, 'police'), 74)",0,"((2012, 'adventure'), 69)",0,"((1971, 'martial arts'), 62)"
8490,Ephraim,0,0,0,0,"((2016, 'parody'), 63)",0,"((1988, 'yaoi'), 76)","((1994, 'gender bender'), 63)","((2018, 'police'), 72)","((2008, 'comedy'), 63)"
8491,Ezekiel,0,"((1992, 'fantasy'), 7)",0,"((1981, 'school'), 76)","((1989, '4-koma'), 42)","((2004, 'scifi'), 49)",0,"((1997, 'mecha'), 44)",0,0
8492,Geo,0,"((2006, 'ecchi'), 47)",0,0,"((1998, 'scifi'), 79)",0,0,"((1980, 'food'), 44)",0,"((1981, 'school'), 30)"
8493,Hunter,0,0,"((2003, 'mature'), 50)","((1983, 'vampire'), 62)",0,"((1972, 'vampire'), 99)","((2013, 'yuri'), 35)","((1970, '4-koma'), 69)",0,0
8494,Josiah,0,0,"((2003, 'harem'), 24)",0,"((2018, 'music'), 92)",0,"((2019, 'gender bender'), 61)",0,"((2001, 'yaoi'), 10)","((1985, 'scifi'), 77)"
8495,Lucien,0,"((2008, 'martial arts'), 98)","((2004, 'music'), 77)",0,0,"((2019, 'mecha'), 84)","((1993, 'shoujo'), 71)","((1973, 'doujinshi'), 83)",0,"((2010, 'drama'), 36)"
8496,Orrin,0,0,0,0,"((1996, 'one shot'), 26)","((1997, 'action'), 44)",0,0,"((1981, 'vampire'), 41)","((2003, 'music'), 9)"
8497,Palmer,0,0,"((2010, 'gender bender'), 18)",0,0,0,0,0,"((1979, 'isekai'), 31)",0
8498,Price,0,"((2007, 'comedy'), 79)",0,0,"((1975, 'fantasy'), 8)",0,0,"((2014, 'mature'), 20)","((2003, 'yuri'), 59)","((2013, 'historical'), 5)"
8499,Rollie,0,0,"((2002, 'one shot'), 13)","((2007, 'music'), 56)","((2014, 'doujinshi'), 28)","((2016, 'scifi'), 31)",0,0,"((1996, 'music'), 30)",0
8500,Tobe,"((2000, 'police'), 85)","((1974, 'sounen'), 79)",0,"((1991, 'comedy'), 18)","((1984, 'one shot'), 28)","((1997, 'yaoi'), 64)","((1981, 'isekai'), 68)","((1996, 'fantasy'), 55)","((2014, 'yuri'), 59)","((1999, 'police'), 65)"
8501,Toney,0,"((1981, 'horror'), 19)","((1993, 'adventure'), 77)","((1977, 'ecchi'), 43)",0,"((2009, 'shoujo'), 79)","((1979, '4-koma'), 9)","((1984, 'music'), 71)",0,"((2010, 'police'), 26)"
8502,Wilmer,0,"((2008, 'action'), 12)",0,0,0,0,0,"((1992, 'adult'), 22)","((2003, 'police'), 23)",0
8503,Wyatt,0,"((2018, 'gender bender'), 4)",0,0,0,0,"((2009, 'drama'), 13)",0,"((1977, 'parody'), 24)",0
8504,Zeb,"((1996, 'action'), 71)",0,"((1983, 'doujinshi'), 1)",0,"((1976, 'mature'), 73)","((1983, 'one shot'), 41)","((1977, 'police'), 59)","((1983, 'food'), 40)",0,0
8505,Alford,"((2000, 'martial arts'), 79)","((1974, 'martial arts'), 61)",0,0,"((2016, 'fantasy'), 6)","((2005, 'music'), 89)",0,0,"((2016, 'isekai'), 82)",0
8506,Bennett,"((2001, 'drama'), 4)","((2008, 'scifi'), 72)","((2016, 'harem'), 70)",0,"((2018, 'isekai'), 95)",0,"((1975, 'yaoi'), 88)","((2005, 'music'), 19)",0,0
8507,Carter,0,"((2014, 'food'), 75)","((2009, '4-koma'), 70)","((2019, 'adventure'), 87)","((1989, 'adventure'), 60)",0,0,0,"((2009, 'police'), 61)","((1988, 'isekai'), 67)"
8508,Cliff,0,"((1977, 'kids'), 47)","((2007, 'kids'), 47)","((2012, 'police'), 95)","((1991, 'food'), 73)",0,"((1980, 'scifi'), 19)","((2015, 'drama'), 40)",0,0
8509,Dale,0,0,0,"((1993, 'comedy'), 41)","((1977, 'magic'), 28)",0,"((1974, 'fantasy'), 40)","((1985, 'martial arts'), 87)",0,"((2010, 'magic'), 35)"
8510,Dell,0,"((2008, 'harem'), 40)","((1980, 'adventure'), 2)",0,"((1996, 'yaoi'), 29)",0,"((2005, 'yaoi'), 57)","((2010, 'drama'), 7)",0,0
8511,Duncan,"((2017, 'yuri'), 40)","((1992, 'yaoi'), 39)",0,"((2012, 'kids'), 11)","((1992, 'adult'), 59)",0,0,"((1987, 'yuri'), 20)",0,0
8512,Elvin,0,"((1996, 'drama'), 3)",0,0,0,"((1980, 'parody'), 13)","((1999, 'music'), 8)","((2004, 'josei'), 31)","((1992, 'harem'), 79)","((2007, 'comedy'), 63)"
8513,Frances,0,0,"((1970, 'vampire'), 20)",0,"((1986, 'yaoi'), 24)","((2008, 'adult'), 13)",0,"((2003, 'isekai'), 89)","((2015, 'gender bender'), 17)",0
8514,Junius,"((1980, 'one shot'), 55)",0,"((1993, 'mature'), 13)","((2001, 'fantasy'), 22)",0,"((1983, 'mecha'), 47)",0,"((1996, 'kids'), 82)",0,0
8515,Lincoln,"((2008, 'josei'), 96)","((1980, 'martial arts'), 87)",0,"((1981, 'fantasy'), 56)",0,0,0,"((1994, 'parody'), 68)","((1982, 'harem'), 26)","((1974, 'ecchi'), 8)"
8516,Lum,"((1990, 'parody'), 20)",0,"((2007, 'kids'), 60)","((2010, 'doujinshi'), 65)",0,"((2002, 'vampire'), 44)","((2012, 'demons'), 2)","((1976, '4-koma'), 42)","((1974, 'scifi'), 89)",0
8517,Melton,"((1976, 'ecchi'), 87)",0,0,"((1975, 'yuri'), 2)","((1993, 'historical'), 28)",0,0,"((2014, 'mecha'), 87)",0,"((1985, 'fantasy'), 97)"
8518,Merle,0,"((1972, 'school'), 52)",0,"((1986, 'vampire'), 76)","((2019, 'gender bender'), 51)",0,"((1988, 'adult'), 78)",0,0,0
8519,Noble,0,0,0,"((2007, 'isekai'), 33)","((1998, 'martial arts'), 75)","((1971, 'drama'), 98)","((1990, 'demons'), 14)",0,"((2009, 'adventure'), 13)",0
8520,Reed,"((1999, 'action'), 21)",0,0,"((2009, 'shoujo'), 29)","((1979, 'fantasy'), 25)","((1986, 'kids'), 41)",0,"((1984, 'yaoi'), 2)","((2009, 'martial arts'), 35)","((2004, 'kids'), 84)"
8521,Ronald,"((2018, 'kids'), 55)","((1995, 'scifi'), 10)",0,0,0,0,"((1988, '4-koma'), 76)",0,0,0
8522,Shelby,0,0,"((2008, 'demons'), 8)","((1975, 'adventure'), 77)",0,"((1976, 'martial arts'), 63)","((1979, 'comedy'), 85)","((2011, 'magic'), 66)",0,0
8523,Stuart,0,0,"((2003, 'food'), 19)",0,"((2018, 'comedy'), 45)",0,"((2016, 'harem'), 97)",0,0,0
8524,Terry,"((1995, 'mature'), 50)","((1990, 'one shot'), 97)",0,0,0,"((2016, 'martial arts'), 94)",0,0,0,"((1996, 'vampire'), 47)"
8525,Thaddeus,"((1985, 'demons'), 31)","((1973, 'mature'), 53)","((1973, 'adult'), 98)",0,0,0,0,0,"((1988, 'isekai'), 62)","((1999, 'doujinshi'), 77)"
8526,Tomas,"((2009, 'sounen'), 10)",0,"((1980, 'yaoi'), 58)",0,0,"((1977, 'isekai'), 79)","((2001, 'one shot'), 72)",0,"((2015, 'horror'), 61)","((1982, 'drama'), 46)"
8527,Waldo,"((2013, 'vampire'), 17)","((1971, 'one shot'), 58)","((1982, 'drama'), 58)",0,"((1990, 'drama'), 13)","((1983, 'adult'), 90)",0,0,"((1999, 'gender bender'), 55)",0
8528,Alvah,0,"((1972, 'historical'), 25)",0,"((1979, 'magic'), 91)","((1986, 'action'), 1)","((2016, 'harem'), 1)",0,0,"((1994, 'martial arts'), 91)","((2000, 'fantasy'), 95)"
8529,Angus,"((2006, 'food'), 79)",0,0,"((1988, 'yuri'), 65)","((2003, 'mature'), 36)",0,"((2011, 'sounen'), 28)","((1997, 'historical'), 9)",0,0
8530,Bart,"((1998, 'historical'), 45)","((1970, 'comedy'), 91)","((1998, 'doujinshi'), 21)",0,0,"((1984, 'parody'), 11)","((1975, 'harem'), 86)","((1995, 'mature'), 34)","((1980, '4-koma'), 62)",0
8531,Bertram,"((1998, 'music'), 32)",0,"((2008, 'gender bender'), 13)",0,"((1973, 'adult'), 99)","((1979, 'school'), 60)","((2007, 'yaoi'), 78)","((1998, 'school'), 49)",0,0
8532,Billie,0,"((2004, 'drama'), 87)","((1972, 'yaoi'), 98)","((1995, 'one shot'), 74)","((1978, 'adult'), 46)",0,0,0,0,0
8533,Cicero,0,0,0,0,0,"((1994, 'gender bender'), 46)","((2005, 'scifi'), 28)",0,0,0
8534,Eben,"((1988, 'mecha'), 64)",0,0,0,0,0,0,"((1976, 'yaoi'), 36)","((1981, 'ecchi'), 37)",0
8535,Emmitt,"((1979, '4-koma'), 88)",0,"((2011, 'adult'), 50)","((2000, 'martial arts'), 90)",0,0,0,0,"((1983, 'josei'), 43)","((1995, 'sounen'), 74)"
8536,Evans,0,0,"((2017, 'yaoi'), 70)",0,"((2011, 'drama'), 99)","((1990, 'josei'), 98)","((2012, 'isekai'), 69)","((2019, 'yaoi'), 68)",0,0
8537,Fay,"((1978, 'adventure'), 44)","((2014, 'horror'), 28)",0,0,"((1978, 'kids'), 43)",0,0,"((1987, 'ecchi'), 30)",0,"((1978, 'yuri'), 37)"
8538,Harlan,0,0,"((2008, 'music'), 88)","((2000, 'fantasy'), 100)",0,"((2008, 'fantasy'), 5)","((1991, 'fantasy'), 78)",0,0,0
8539,Issac,"((1984, 'martial arts'), 25)","((2011, 'yuri'), 42)","((1983, 'sounen'), 24)","((1974, 'demons'), 27)",0,0,"((1996, 'yaoi'), 60)","((2006, 'music'), 14)",0,0
8540,Jean,0,"((1995, 'fantasy'), 53)","((1970, 'mature'), 87)",0,0,0,0,"((1972, 'kids'), 53)",0,0
8541,Jones,0,"((1997, 'martial arts'), 64)","((2018, 'adult'), 69)",0,"((1979, 'vampire'), 14)","((2002, 'parody'), 95)","((1974, 'fantasy'), 85)","((2011, 'yaoi'), 90)",0,0
8542,Mason,"((1974, 'sounen'), 26)",0,0,0,"((1974, 'gender bender'), 23)",0,"((1987, 'magic'), 53)",0,"((1985, 'ecchi'), 81)",0
8543,Merrill,"((2018, 'kids'), 90)",0,0,"((2018, 'adult'), 23)",0,0,"((2008, 'demons'), 8)","((2015, 'harem'), 18)",0,0
8544,Minnie,0,0,"((1986, 'one shot'), 42)",0,"((1983, 'food'), 99)",0,"((2018, 'mature'), 25)",0,"((1982, 'music'), 68)",0
8545,Norris,"((2015, 'historical'), 25)",0,"((2011, 'yaoi'), 10)",0,0,0,0,0,"((2010, 'food'), 72)",0
8546,Orlando,0,"((2013, 'martial arts'), 47)",0,0,0,"((1989, 'harem'), 75)",0,"((2014, 'horror'), 20)","((1972, 'magic'), 10)","((2012, 'josei'), 95)"
8547,Orval,0,0,"((1989, 'scifi'), 22)","((1994, '4-koma'), 14)","((1984, 'school'), 89)",0,0,0,"((1975, 'magic'), 57)",0
8548,Pierce,"((1973, 'school'), 64)",0,"((2002, 'josei'), 18)","((1995, 'mature'), 61)","((1975, 'historical'), 28)",0,"((2004, 'adventure'), 61)","((1994, 'sounen'), 98)",0,"((2006, 'isekai'), 84)"
8549,Reginald,0,"((1986, 'drama'), 58)",0,0,"((2002, 'adventure'), 77)",0,0,0,"((2003, 'mature'), 37)",0
8550,Rolla,"((1992, 'food'), 16)","((2016, 'yaoi'), 68)","((1984, 'doujinshi'), 30)",0,"((2007, 'demons'), 29)",0,0,0,0,0
8551,Roman,"((1988, 'doujinshi'), 9)","((1977, 'shoujo'), 77)",0,"((1987, 'one shot'), 81)","((1982, 'fantasy'), 25)","((2016, 'adventure'), 67)",0,0,"((2011, 'vampire'), 22)","((2010, 'shoujo'), 73)"
8552,Shirley,"((1977, 'kids'), 55)","((2015, 'adult'), 94)",0,0,"((2006, 'drama'), 59)","((1973, 'drama'), 96)",0,"((1994, 'doujinshi'), 1)","((1979, 'horror'), 51)","((2005, 'scifi'), 24)"
8553,Sol,"((1982, 'fantasy'), 68)",0,0,0,0,0,"((1994, 'school'), 49)",0,"((1993, 'martial arts'), 61)","((2008, 'kids'), 53)"
8554,Avery,0,"((1971, 'adult'), 39)",0,"((1987, 'scifi'), 35)","((2008, 'harem'), 38)","((2001, 'comedy'), 20)","((2012, 'mecha'), 39)",0,0,"((2012, 'drama'), 58)"
